event_id	pos_id	mse_n	exon	intron	strand	gene_id	gene_name	label	ref_junction	ref_PSI	alt_junction	alt_PSI	dPSI	OR_junction	p_junction	p_maximum	q	Diff events	WT_F_1_PSI	WT_F_2_PSI	WT_F_3_PSI	KO_F_1_PSI	KO_M_3_PSI	KO_M_4_PSI	p_ttest
MSE_911	MSE@chr13@38943059-38943166;38944500-38944654@38939972-38954109	2	chr13:38943059-38943166;chr13:38944500-38944654	chr13:38939972-38943059;chr13:38943166-38944500;chr13:38944654-38954109;chr13:38939972-38954109	-	ENSMUSG00000021432	Slc35b3	unannotated	270;188;115;93	0.6725352112676056	343;123;112;39	0.8316546762589928	0.15911946499138718	0.33010439198720964;0.6409651193286127;0.4305875576036866	3.241460928730198e-08;0.05221446769705346;0.0002533031685787607	0.05221446769705346	0.306684976933268	No	1.0	0.5818815331010453	0.6434977578475336	0.8951965065502183	0.7796610169491526	0.8131487889273357	0.5754174623584078
MSE_6546	MSE@chrX@74288662-74288714;74288984-74289019@74288513-74289105	2	chrX:74288662-74288714;chrX:74288984-74289019	chrX:74288513-74288662;chrX:74288714-74288984;chrX:74289019-74289105;chrX:74288513-74289105	+	ENSMUSG00000009995	Taz	annotated	1408;12;209;405	0.5727848101265823	1218;2;223;293	0.6214470284237726	0.04866221829719031	0.8363112976139796;4.340740740740741;0.678037978187455	0.04009366635651534;0.052194712522813345;0.001721788800636738	0.052194712522813345	0.306684976933268	No	0.6970297029702971	0.5384615384615384	0.5539823008849558	0.5714285714285714	0.6809701492537313	0.6402877697841727	0.6008033920553538
MSE_4997	MSE@chr6@71852766-71852867;71853173-71853268@71851880-71856912	2	chr6:71852766-71852867;chr6:71853173-71853268	chr6:71851880-71852766;chr6:71852867-71853173;chr6:71853268-71856912;chr6:71851880-71856912	+	ENSMUSG00000052337	Immt	annotated	229;1868;2171;47	0.968019959174416	243;1857;2084;75	0.9489680199591745	-0.01905193921524151	1.5038087733123193;1.605197126456536;1.662361661289664	0.05322167831040772;0.012792349389447675;0.007534786746208344	0.05322167831040772	0.3122419933021624	No	0.9802955665024631	0.9364130434782608	1.0	0.9631901840490797	0.9327586206896552	0.9491002570694087	0.33739016289610946
MSE_834	MSE@chr12@98779108-98779267;98780048-98780280@98774319-98783582	2	chr12:98779108-98779267;chr12:98780048-98780280	chr12:98774319-98779108;chr12:98779267-98780048;chr12:98780280-98783582;chr12:98774319-98783582	+	ENSMUSG00000021012	Zc3h14	annotated	362;332;426;177	0.6783767413688674	480;426;401;296	0.5954441913439635	-0.08293255002490385	1.2612052730696799;1.303307604572823;1.7765755103766008	0.05384143333668318;0.027849096802485398;1.1463779529697771e-06	0.05384143333668318	0.31515432342548805	No	0.835990888382688	0.521875	1.0	0.6080645161290322	0.6074074074074074	0.5725490196078431	0.3081002350357164
MSE_932	MSE@chr13@54559198-54559324;54561693-54561871;54564185-54564272;54564515-54564621@54556651-54565182	4	chr13:54559198-54559324;chr13:54561693-54561871;chr13:54564185-54564272;chr13:54564515-54564621	chr13:54556651-54559198;chr13:54559324-54561693;chr13:54561871-54564185;chr13:54564272-54564515;chr13:54564621-54565182;chr13:54556651-54565182	-	ENSMUSG00000025871	4833439L19Rik	annotated	2325;2091;1640;1846;2397;735	0.7370115929583513	1684;1775;1328;1256;1218;436	0.7690922571761466	0.03208066421779532	0.818992680207475;0.6988031043403277;0.7325629046799442;0.8718488669353092;1.1674005562816259	0.0036631807430005676;1.53399323173416e-07;1.0876949957565434e-05;0.053806974048158734;0.0283799787711701	0.053806974048158734	0.31515432342548805	No	0.7083748753738783	0.7997079073649072	0.7011027278003482	0.7451898075923037	0.7940768162887551	0.7801397786837507	0.37458407259542054
MSE_6165	MSE@chr9@45781952-45782248;45784883-45785029;45785778-45785921@45779836-45787426	3	chr9:45781952-45782248;chr9:45784883-45785029;chr9:45785778-45785921	chr9:45779836-45781952;chr9:45782248-45784883;chr9:45785029-45785778;chr9:45785921-45787426;chr9:45779836-45787426	-	ENSMUSG00000043987	Cep164	annotated	35;0;9;9;55	0.19413919413919414	22;18;34;19;16	0.5923566878980892	0.39821749375889504	0.4628099173553719;0.0;0.07700534759358289;0.13779904306220095	0.05409807066553422;7.269676982546818e-10;4.921509554664686e-09;4.4037763227616854e-05	0.05409807066553422	0.3159327326867199	No	1.0	0.3246753246753247	0.12041884816753927	0.5121951219512195	0.6444444444444445	0.6056338028169014	0.7305038971987872
MSE_6166	MSE@chr9@45781952-45782248;45785778-45785921@45779836-45787426	2	chr9:45781952-45782248;chr9:45785778-45785921	chr9:45779836-45781952;chr9:45782248-45785778;chr9:45785921-45787426;chr9:45779836-45787426	-	ENSMUSG00000043987	Cep164	annotated	35;0;9;55	0.21052631578947367	22;23;19;16	0.5714285714285715	0.36090225563909784	0.4628099173553719;0.0;0.13779904306220095	0.05409807066553422;7.62523189211067e-12;4.4037763227616854e-05	0.05409807066553422	0.3159327326867199	No	1.0	0.2909090909090909	0.15436241610738258	0.6153846153846154	0.6666666666666666	0.43243243243243246	0.7688683626359281
MSE_1205	MSE@chr14@34259625-34259732;34267501-34268952@34249371-34309040	2	chr14:34259625-34259732;chr14:34267501-34268952	chr14:34249371-34259625;chr14:34259732-34267501;chr14:34268952-34309040;chr14:34249371-34309040	-	ENSMUSG00000041471	Shld2	annotated	17;52;33;5	0.8717948717948718	94;60;36;0	1.0	0.1282051282051282	0.0;0.0;0.0	0.00016418781759562696;0.024990227826862606;0.05456247294950749	0.05456247294950749	0.31828109220546036	No	0.7945205479452054	1.0		1.0	1.0	1.0	0.5000000000000007
MSE_5169	MSE@chr7@126387402-126387511;126387612-126387756@126385139-126390386	2	chr7:126387402-126387511;chr7:126387612-126387756	chr7:126385139-126387402;chr7:126387511-126387612;chr7:126387756-126390386;chr7:126385139-126390386	-	ENSMUSG00000030722	Nfatc2ip	annotated	178;240;281;5	0.9789915966386554	166;92;130;13	0.9086651053864169	-0.07032649125223855	2.787951807228916;6.782608695652174;5.62	0.054892267331194046;0.00018240576770315098;0.0006633697473445103	0.054892267331194046	0.31983977886248754	No	1.0	0.9157303370786517	1.0	1.0	0.9693877551020407	0.8074866310160428	0.5361750702819099
MSE_4877	MSE@chr6@149142606-149142715;149144015-149144442@149141704-149147158	2	chr6:149142606-149142715;chr6:149144015-149144442	chr6:149141704-149142606;chr6:149142715-149144015;chr6:149144442-149147158;chr6:149141704-149147158	+	ENSMUSG00000039958	Etfbkmt	annotated	133;48;262;75	0.6631736526946108	68;1;243;11	0.9043478260869565	0.2411741733923457	0.2868627450980392;7.04;0.15813443072702332	0.00017038820093751066;0.05519129889404064;1.3106303226296568e-10	0.05519129889404064	0.32121587397328893	No	0.6470588235294118	0.5296167247386759	1.0	0.8153846153846154	0.9323308270676691	1.0	0.31049638747648084
MSE_2664	MSE@chr19@5661596-5661626;5662588-5662841@5661111-5663604	2	chr19:5661596-5661626;chr19:5662588-5662841	chr19:5661111-5661596;chr19:5661626-5662588;chr19:5662841-5663604;chr19:5661111-5663604	-	ENSMUSG00000056917	Sipa1	annotated	96;42;36;42	0.58	64;2;21;10	0.7435897435897436	0.16358974358974365	0.35714285714285715;5.0;0.40816326530612246	0.00713216151424727;0.03448216752481455;0.055785418887521074	0.055785418887521074	0.32430431230401896	No	0.6635514018691588	0.533678756476684		1.0	0.22857142857142856	0.953125	0.6624842734820412
MSE_1431	MSE@chr15@75902679-75903808;75905886-75905900@75901255-75909460	2	chr15:75902679-75903808;chr15:75905886-75905900	chr15:75901255-75902679;chr15:75903808-75905886;chr15:75905900-75909460;chr15:75901255-75909460	-	ENSMUSG00000055762	Eef1d	annotated	55;40;5;41	0.44843049327354256	22;4;0;44	0.16455696202531644	-0.2838735312482261	2.682926829268293;10.731707317073171;inf	0.003825430072187907;9.082522073781858e-07;0.05589995264540015	0.05589995264540015	0.324600861384085	No	0.38144329896907214	0.3076923076923077	1.0	0.15999999999999998	0.5263157894736842	0.0898876404494382	0.3153783673621988
MSE_1212	MSE@chr14@36896255-36896344;36898164-36898250;36900762-36900845;36909017-36909212@36879762-36918434	4	chr14:36896255-36896344;chr14:36898164-36898250;chr14:36900762-36900845;chr14:36909017-36909212	chr14:36879762-36896255;chr14:36896344-36898164;chr14:36898250-36900762;chr14:36900845-36909017;chr14:36909212-36918434;chr14:36879762-36918434	-	ENSMUSG00000058690	Ccser2	annotated	56;281;266;288;344;0	1.0	111;320;277;223;196;8	0.9657240788346186	-0.03427592116538136	inf;inf;inf;inf;inf	0.056138632587938726;0.00874945669501061;0.007674447485796549;0.0014384008850034807;0.00033785924713621	0.056138632587938726	0.3252476332475815	No	1.0	1.0	1.0	0.8773006134969326	1.0	1.0	0.4226497308103738
MSE_4794	MSE@chr6@119952685-119952969;119953771-119953902@119951995-119956071	2	chr6:119952685-119952969;chr6:119953771-119953902	chr6:119951995-119952685;chr6:119952969-119953771;chr6:119953902-119956071;chr6:119951995-119956071	-	ENSMUSG00000045962	Wnk1	annotated	131;29;11;147	0.27941176470588236	102;79;0;161	0.27259036144578314	-0.006821403260099224	1.4066293183940244;0.40204942736588306;inf	0.05610673007013055;0.00017300073578752398;0.00036694512477925125	0.05610673007013055	0.3252476332475815	No	0.30851063829787234	0.2545454545454545		0.3135593220338983	0.4626865671641791	0.14782608695652175	0.8028591496997337
MSE_5830	MSE@chr8@71965794-71965920;71966100-71966160@71951160-71967899	2	chr8:71965794-71965920;chr8:71966100-71966160	chr8:71951160-71965794;chr8:71965920-71966100;chr8:71966160-71967899;chr8:71951160-71967899	+	ENSMUSG00000052446	Zfp961	annotated	92;37;149;5	0.9488054607508533	43;46;103;18	0.7804878048780488	-0.16831765587280445	7.702325581395349;2.8956521739130436;5.207766990291262	4.018999988955516e-05;0.05625594816408566;0.0007161589507619776	0.05625594816408566	0.32555820511718886	No	1.0	0.8235294117647058	1.0	0.5531914893617021	0.8125	0.8444444444444444	0.14754811934106535
MSE_2183	MSE@chr17@58917778-58917899;58922569-58922747@58888165-58932418	2	chr17:58917778-58917899;chr17:58922569-58922747	chr17:58888165-58917778;chr17:58917899-58922569;chr17:58922747-58932418;chr17:58888165-58932418	-	ENSMUSG00000024227	Pdzph1	unannotated	19;8;1595;1238	0.3039730134932534	30;0;758;686	0.2768798313422347	-0.02709318215101869	0.350942380183091;inf;1.1659903410471397	0.00041982976428864705;0.05669641382379435;0.019276889023740758	0.05669641382379435	0.32767489790254933	No	0.3511627906976744	0.2734375	0.3076102418207681	0.3053977272727273	0.22784810126582278	0.2989949748743719	0.37692446901858506
MSE_5013	MSE@chr6@83120185-83120287;83120772-83120876@83120044-83121203	2	chr6:83120185-83120287;chr6:83120772-83120876	chr6:83120044-83120185;chr6:83120287-83120772;chr6:83120876-83121203;chr6:83120044-83121203	-	ENSMUSG00000030035	Wbp1	annotated	2626;2370;1881;90	0.962221911291451	1632;1321;1156;34	0.9757777250059368	0.013555813714485887	0.6078703703703704;0.6777693666414333;0.6147058823529412	0.01445693014502725;0.05674995785592096;0.01782225484722033	0.05674995785592096	0.32767489790254933	No	0.9752380952380952	0.9805097451274363	0.9462335480257631	0.9711538461538461	0.9659735349716446	0.9868173258003766	0.5925456469390604
MSE_5866	MSE@chr8@92344853-92345039;92346350-92346463;92346784-92346918;92350691-92350754@92326462-92355688	4	chr8:92344853-92345039;chr8:92346350-92346463;chr8:92346784-92346918;chr8:92350691-92350754	chr8:92326462-92344853;chr8:92345039-92346350;chr8:92346463-92346784;chr8:92346918-92350691;chr8:92350754-92355688;chr8:92326462-92355688	-	ENSMUSG00000031736	Crnde	annotated	17;34;18;29;33;34	0.4352159468438538	4;5;6;19;18;0	1.0	0.5647840531561462	0.0;0.0;0.0;0.0;0.0	0.017548489246602447;0.05685712448205213;0.0033253813344899874;7.245826878531608e-06;2.555590733595345e-05	0.05685712448205213	0.327923144586102	No	1.0	0.4767441860465116	0.29203539823008845	1.0	1.0	1.0	0.19253932430460935
MSE_1415	MSE@chr15@73282218-73282235;73283267-73283350@73276913-73292035	2	chr15:73282218-73282235;chr15:73283267-73283350	chr15:73276913-73282218;chr15:73282235-73283267;chr15:73283350-73292035;chr15:73276913-73292035	-	ENSMUSG00000022607	Ptk2	annotated	128;90;95;740	0.12356889064350571	175;123;158;761	0.1664841182913472	0.0429152276478415	0.7521853281853282;0.7524719841793013;0.6183287718097845	0.02732717525444687;0.05696119492761349;0.0006475776576317032	0.05696119492761349	0.32815299445333135	No	0.19964664310954064	0.1440922190201729	0.0	0.18910891089108908	0.13179347826086957	0.1691842900302115	0.5027363172233379
MSE_2047	MSE@chr17@32317067-32317346;32317846-32317878@32316667-32318771	2	chr17:32317067-32317346;chr17:32317846-32317878	chr17:32316667-32317067;chr17:32317346-32317846;chr17:32317878-32318771;chr17:32316667-32318771	-	ENSMUSG00000024045	Akap8	annotated	316;499;477;19	0.9577464788732395	361;661;639;10	0.9822590183323477	0.02451253945910825	0.46070855809884825;0.397324627756987;0.39288361749444034	0.057125977379949434;0.021581230618440923;0.02122475085037028	0.057125977379949434	0.3287316941571415	No	0.9375	0.9453717754172989	1.0	0.9843205574912892	0.9637305699481865	1.0	0.4002654971910922
MSE_4610	MSE@chr5@35843168-35843266;35848804-35848905@35841401-35857128	2	chr5:35843168-35843266;chr5:35848804-35848905	chr5:35841401-35843168;chr5:35843266-35848804;chr5:35848905-35857128;chr5:35841401-35857128	+	ENSMUSG00000029095	Ablim2	annotated	50;79;50;9	0.8689320388349515	30;8;12;14	0.5434782608695652	-0.3254537779653863	2.5925925925925926;15.36111111111111;6.481481481481482	0.057330286260236146;6.660962143241138e-07;0.00044725495582055927	0.057330286260236146	0.3292157961840883	No	0.0	1.0	1.0	0.39999999999999997	1.0	0.43243243243243246	0.8935485236031766
MSE_5499	MSE@chr7@49551597-49552049;49552840-49552905;49554215-49554259@49548541-49556910	3	chr7:49551597-49552049;chr7:49552840-49552905;chr7:49554215-49554259	chr7:49548541-49551597;chr7:49552049-49552840;chr7:49552905-49554215;chr7:49554259-49556910;chr7:49548541-49556910	+	ENSMUSG00000052512	Nav2	unannotated	44;16;42;28;113	0.22336769759450173	124;32;41;56;64	0.49705304518664045	0.2736853475921387	0.20097059663145875;0.2831858407079646;0.5801856248650982;0.2831858407079646	2.4278924002520613e-12;0.00024241548018157707;0.05733895471699385;5.119543270363071e-06	0.05733895471699385	0.3292157961840883	No	0.24183006535947713	0.21818181818181817	0.14285714285714285	0.7209302325581395	0.41935483870967744	0.42424242424242425	0.07421268351695481
MSE_6521	MSE@chrX@71376887-71376910;71377604-71377630;71379014-71379064@71369904-71383200	3	chrX:71376887-71376910;chrX:71377604-71377630;chrX:71379014-71379064	chrX:71369904-71376887;chrX:71376910-71377604;chrX:71377630-71379014;chrX:71379064-71383200;chrX:71369904-71383200	+	ENSMUSG00000015214	Mtmr1	annotated	15;32;32;260;10	0.8944591029023746	24;14;8;324;42	0.6877323420074349	-0.2067267608949397	2.625;9.6;16.8;3.3703703703703702	0.057769461624103666;5.805579977560548e-07;5.003119944590766e-09;0.0003616008265111106	0.057769461624103666	0.33057329104050365	No	0.937007874015748	0.8504672897196262	1.0	0.8252427184466019	0.49783549783549785	0.8415841584158416	0.1966387734230044
MSE_6522	MSE@chrX@71376887-71376910;71377604-71379064@71369904-71383200	2	chrX:71376887-71376910;chrX:71377604-71379064	chrX:71369904-71376887;chrX:71376910-71377604;chrX:71379064-71383200;chrX:71369904-71383200	+	ENSMUSG00000015214	Mtmr1	annotated	15;32;260;10	0.9109792284866469	24;14;324;42	0.7418032786885246	-0.16917594979812234	2.625;9.6;3.3703703703703702	0.057769461624103666;5.805579977560548e-07;0.0003616008265111106	0.057769461624103666	0.33057329104050365	No	0.952	0.8620689655172413	1.0	0.8608247422680413	0.5606060606060606	0.875	0.22864785039821828
MSE_6523	MSE@chrX@71376887-71376910;71379014-71379064@71369904-71383200	2	chrX:71376887-71376910;chrX:71379014-71379064	chrX:71369904-71376887;chrX:71376910-71379014;chrX:71379064-71383200;chrX:71369904-71383200	+	ENSMUSG00000015214	Mtmr1	annotated	15;29;260;10	0.9101796407185628	24;0;324;42	0.7341772151898734	-0.1760024255286894	2.625;inf;3.3703703703703702	0.057769461624103666;7.820917321343609e-14;0.0003616008265111106	0.057769461624103666	0.33057329104050365	No	0.952	0.8596491228070176	1.0	0.8586387434554974	0.5347593582887701	0.875	0.2387104075605088
MSE_1271	MSE@chr14@52268642-52268734;52268918-52268956@52266301-52275443	2	chr14:52268642-52268734;chr14:52268918-52268956	chr14:52266301-52268642;chr14:52268734-52268918;chr14:52268956-52275443;chr14:52266301-52275443	-	ENSMUSG00000022159	Rab2b	annotated	837;912;6;0	1.0	769;816;9;8	0.9851668726823238	-0.014833127317676165	inf;inf;inf	0.00283129409877271;0.002530650837094607;0.058179044449067324	0.058179044449067324	0.33254465003885236	No	1.0	1.0	1.0	1.0	0.9492600422832981	1.0	0.4226497308103726
MSE_3193	MSE@chr2@11478036-11478058;11480198-11480371;11481247-11481333@11474543-11481871	3	chr2:11478036-11478058;chr2:11480198-11480371;chr2:11481247-11481333	chr2:11474543-11478036;chr2:11478058-11480198;chr2:11480371-11481247;chr2:11481333-11481871;chr2:11474543-11481871	-	ENSMUSG00000026773	Pfkfb3	annotated	0;0;114;116;5	0.92	12;26;41;69;12	0.7551020408163265	-0.16489795918367356	0.0;0.0;6.673170731707317;4.034782608695652	0.058776472569576015;0.00642843637738703;0.0004477733898067783;0.009596093222315817	0.058776472569576015	0.3355841059559033	No	0.8918918918918919	1.0		0.5428571428571428	0.68	1.0	0.26897836913125167
MSE_5881	MSE@chr8@95716921-95717041;95717921-95718101@95716801-95718193	2	chr8:95716921-95717041;chr8:95717921-95718101	chr8:95716801-95716921;chr8:95717041-95717921;chr8:95718101-95718193;chr8:95716801-95718193	+	ENSMUSG00000031671	Setd6	annotated	276;204;272;65	0.7940865892291448	222;120;182;23	0.8836424957841484	0.08955590655500367	0.43991683991683994;0.6015384615384616;0.5288250211327135	0.0014432328138277687;0.0592921148394939;0.015980973214611553	0.0592921148394939	0.3381503424439886	No	0.7272727272727273	0.7959183673469388	0.8817204301075269	0.9282296650717703	0.7740585774058578	1.0	0.29324052195223377
MSE_3520	MSE@chr2@32608042-32608096;32609226-32609316@32607111-32612224	2	chr2:32608042-32608096;chr2:32609226-32609316	chr2:32607111-32608042;chr2:32608096-32609226;chr2:32609316-32612224;chr2:32607111-32612224	+	ENSMUSG00000026811	St6galnac6	annotated	134;255;443;60	0.8221343873517787	123;131;223;82	0.6597510373443983	-0.16238335000738036	1.488888888888889;2.6603053435114505;2.714947683109118	0.06070502831907828;1.295080328686717e-06;1.149992207065153e-07	0.06070502831907828	0.3458224021298662	No	0.8928571428571429	0.746268656716418	1.0	0.5934579439252335	0.7662337662337663	0.7522935779816514	0.13440400560636875
